Kingdom	Group Name	Species Common Names	Taxonomy	Order	Family	Genus	Species	Synonym	Old Genus	Old Species	Syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	atopa	Acacia atopa	Acacia	atopa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	atrox	Acacia atrox	Acacia	atrox	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	aulacocarpa	Acacia aulacocarpa var. fruticosa	Acacia	aulacocarpa var. fruticosa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	aulacocarpa	Acacia aulacocarpa	Acacia	aulacocarpa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	auriculiformis	Acacia auriculaeformis	Acacia	auriculaeformis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	auronitens	Acacia auronitens	Acacia	auronitens	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	awestoniana	Acacia aff. dictyoneura	Acacia	aff. dictyoneura	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	awestoniana	Acacia awestonii	Acacia	awestonii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	axillaris	Acacia axillaris	Acacia	axillaris	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	axillaris	Acacia riceana var. axillaris	Acacia	riceana var. axillaris	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	ayersiana Maconochie	Acacia aneura var. ayersiana (Maconochie)	Acacia	aneura var. ayersiana (Maconochie)	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	ayersiana Maconochie	Acacia aneura var. latifolia	Acacia	aneura var. latifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	ayersiana Maconochie	Acacia ayersiana var. latifolia	Acacia	ayersiana var. latifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	ayersiana	Acacia ayersiana	Acacia	ayersiana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	baeuerlenii	Acacia baeuerleni	Acacia	baeuerleni	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	baileyana	Acacia baileyana var. aurea	Acacia	baileyana var. aurea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	baileyana	Acacia baileyana	Acacia	baileyana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bakeri	Acacia striata	Acacia	striata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bancroftiorum	Acacia bancrofti	Acacia	bancrofti	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bancroftiorum	Acacia bancroftii	Acacia	bancroftii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	barakulensis	Acacia barakulensis	Acacia	barakulensis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	basedowii Maiden	Acacia ulicina var. oxyclada	Acacia	ulicina var. oxyclada	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	basedowii	Acacia basedowi var. viridis orth. var. Blakely	Acacia	basedowi var. viridis orth. var. Blakely	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	basedowii	Acacia basedowii var. viridis Blakely	Acacia	basedowii var. viridis Blakely	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	basedowii	Acacia basedowii	Acacia	basedowii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	baueri subsp. aspera	Acacia baueri var. aspera	Acacia	baueri var. aspera	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	baueri subsp. baueri	Acacia baueri var. baueri	Acacia	baueri var. baueri	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	baxteri	Acacia bagsteri	Acacia	bagsteri	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	beadleana	Acacia beadleana	Acacia	beadleana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	beckleri	Acacia beckleri	Acacia	beckleri	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	beckleri	Acacia gladiiformis	Acacia	gladiiformis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	beckleri	Acacia notabilis	Acacia	notabilis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	benthamii	Acacia benthamii	Acacia	benthamii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	betchei	Acacia adunca	Acacia	adunca	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bidentata	Acacia bidentata var. pubescens	Acacia	bidentata var. pubescens	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bidentata	Acacia bidentata	Acacia	bidentata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	biflora	Acacia biflora	Acacia	biflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	biflora	Acacia triangularis	Acacia	triangularis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	binervata	Acacia umbrosa	Acacia	umbrosa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	binervia	Acacia cinerascens	Acacia	cinerascens	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	binervia	Acacia glaucescens var. leucadendron	Acacia	glaucescens var. leucadendron	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	binervia	Acacia glaucescens	Acacia	glaucescens	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	binervia	Acacia homomalla	Acacia	homomalla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	binervia	Acacia leucadendron	Acacia	leucadendron	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	binervia	Acacia leucodendron	Acacia	leucodendron	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bivenosa	Acacia binervosa	Acacia	binervosa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bivenosa	Acacia bivenosa var. borealis	Acacia	bivenosa var. borealis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bivenosa	Acacia bivenosa	Acacia	bivenosa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bivenosa	Acacia elliptica	Acacia	elliptica	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	blakei subsp. blakei	Acacia cheelii	Acacia	cheelii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	blakei subsp. diphylla	Acacia diphylla subsp. diphylla	Acacia	diphylla subsp. diphylla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	boormanii	Acacia boormani	Acacia	boormani	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	boormanii	Acacia hunteriana	Acacia	hunteriana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	boormanii	Acacia linearis	Acacia	linearis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	botrydion	Acacia semicircinalis	Acacia	semicircinalis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachybotrya	Acacia brachybotrya var. glabra	Acacia	brachybotrya var. glabra	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachybotrya	Acacia brachybotrya var. glaucophylla	Acacia	brachybotrya var. glaucophylla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachybotrya	Acacia brachybotrya	Acacia	brachybotrya	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachybotrya	Acacia dictyocarpa	Acacia	dictyocarpa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachypoda	Acacia aff. wilhelmiana	Acacia	aff. wilhelmiana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachystachya	Acacia aneura var. brachystachya	Acacia	aneura var. brachystachya	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachystachya	Acacia aneura var. stenocarpa	Acacia	aneura var. stenocarpa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachystachya	Acacia cibaria	Acacia	cibaria	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brachystachya	Acacia stenocarpa	Acacia	stenocarpa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana var. browniana	Acacia browniana var. brevifolia	Acacia	browniana var. brevifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana var. browniana	Acacia ciliata var. brevifolia	Acacia	ciliata var. brevifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana var. browniana	Acacia strigosa var. brevifolia	Acacia	strigosa var. brevifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana var. endlicheri	Acacia endlicheri	Acacia	endlicheri	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana var. endlicheri	Acacia strigosa var. endlicheri	Acacia	strigosa var. endlicheri	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana var. intermedia	Acacia ciliata var. intermedia	Acacia	ciliata var. intermedia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana var. intermedia	Acacia strigosa var. intermedia	Acacia	strigosa var. intermedia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana var. obscura	Acacia obscura	Acacia	obscura	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana	Acacia ciliata	Acacia	ciliata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	browniana	Acacia strigosa	Acacia	strigosa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brownii	Acacia acicularis	Acacia	acicularis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brownii	Acacia arceuthos	Acacia	arceuthos	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brownii	Acacia brownei	Acacia	brownei	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brownii	Acacia juniperina var. brownei orth. var.	Acacia	juniperina var. brownei orth. var.	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brownii	Acacia juniperina var. brownii	Acacia	juniperina var. brownii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brownii	Acacia pugioniformis	Acacia	pugioniformis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brownii	Acacia ulicifolia var. brownei	Acacia	ulicifolia var. brownei	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brownii	Acacia ulicifolia var. brownii	Acacia	ulicifolia var. brownii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	brumalis	Acacia leiophylla	Acacia	leiophylla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	burkittii	Acacia acuminata	Acacia	acuminata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	burkittii	Acacia randelliana	Acacia	randelliana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	burrowii	Acacia burrowi	Acacia	burrowi	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	buxifolia subsp. buxifolia	Acacia buxifolia	Acacia	buxifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	buxifolia	Acacia brevifolia	Acacia	brevifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	buxifolia	Acacia buxifolia var. neglecta	Acacia	buxifolia var. neglecta	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	buxifolia	Acacia neglecta	Acacia	neglecta	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	buxifolia	Acacia papulaeformis	Acacia	papulaeformis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	bynoeana	Acacia pumila	Acacia	pumila	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calamifolia var. euthycarpa	Acacia  euthycarpa subsp. euthycarpa	Acacia	 euthycarpa subsp. euthycarpa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calamifolia	Acacia calamifolia var. pulverulenta	Acacia	calamifolia var. pulverulenta	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calamifolia	Acacia calamifolia	Acacia	calamifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calamifolia	Acacia microcarpa var. linearis	Acacia	microcarpa var. linearis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calamifolia	Acacia pulverulenta	Acacia	pulverulenta	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calamifolia	Acacia uncinata	Acacia	uncinata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calcicola	Acacia coriacea	Acacia	coriacea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	caleyi ex	Acacia podalyriifolia var. caleyi	Acacia	podalyriifolia var. caleyi	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calyculata	Acacia australis	Acacia	australis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calyculata	Acacia holcocarpa	Acacia	holcocarpa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	calyculata	Acacia vilhelmii	Acacia	vilhelmii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	cambagei	Acacia georginae	Acacia	georginae	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	camptoclada	Acacia porphyrochila	Acacia	porphyrochila	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	cana	Acacia eremaea	Acacia	eremaea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	carneorum	Acacia carnei	Acacia	carnei	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	carnosula	Acacia carnulosa	Acacia	carnulosa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	caroleae	Acacia doratoxylon var. angustifolia	Acacia	doratoxylon var. angustifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Acacia	celastrifolia	Acacia myrtifolia var. celastrifolia	Acacia	myrtifolia var. celastrifolia	syn
